name,operator,operator:wikidata,Street Address,addr:housenumber,addr:street,addr:unit,description,addr:city,addr:state,addr:postcode,Phone Number,phone,Access Days Time,opening_hours,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,network,network:wikidata,network:website,Latitude,Longitude,EV Connector Types,,,socket:type1,socket:type1_combo,socket:chademo,socket:nacs
SAVANNAH 1 CITY HALL,City of Savannah,,15 Bull St W Bryan st,15,Bull Street W Bryan Street,,,Savannah,GA,31401,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,32.08032,-81.09149,J1772,,,yes,,,
Comfort inn and Suites Savannah Airport - Tesla Destination,Comfort Inn & Suites,Q113152349,15 Jay R Turner Dr,15,Jay R Turner Drive,,,Savannah,GA,31408,877-798-3752,+1-877-798-3752,,,,4,,,Tesla Destination,Tesla,Q121223733,https://www.tesla.com/destination-charging,32.14074,-81.23394,J1772,TESLA,,yes,,,yes
150 8th Ave NE,,,150 8th Ave NE,150,8th Avenue Northeast,,,Cairo,GA,39828,866-816-7584,+1-866-816-7584,24 hours daily,24/7,,,2,,EV Connect,EV Connect,Q126652985,https://www.evconnect.com,30.88496,-84.20622,J1772COMBO,,,,yes,,
"Walmart 639 - Brunswick, GA",Walmart,Q483551,150 Altama Connector,150,Altama Connector,,,Brunswick,GA,31525,833-632-2778,+1-833-632-2778,24 hours daily,24/7,,,4,,Electrify America,Electrify America,Q59773555,https://www.electrifyamerica.com,31.21352,-81.48659,CHADEMO,J1772COMBO,,,yes,yes,
CARNEGIE GARAGE CARNEGIE 1,,,150 Carnegie Way NW,150,Carnegie Way Northwest,,,Atlanta,GA,30303,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.75835,-84.38855,J1772,,,yes,,,
CARNEGIE GARAGE CARNEGIE 2,,,150 Carnegie Way NW,150,Carnegie Way Northwest,,,Atlanta,GA,30303,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.75834,-84.38856,J1772,,,yes,,,
GEORGIA POWER RINGGOLD DC1,,,150 Tennessee St,150,Tennessee Street,,located at the City of Clerk's Office,Ringgold,GA,30736,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,,1,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,34.91695,-85.10854,J1772COMBO,TESLA,,,yes,,yes
GEORGIA POWER RINGGOLD DC2,,,150 Tennessee St,150,Tennessee Street,,located at the City of Clerk's Office,Ringgold,GA,30736,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,,1,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,34.9171,-85.10851,CHADEMO,J1772COMBO,,,yes,yes,
Great Wolf Lodge Georgia - Tesla Destination,Great Wolf Lodge,,150 Tom Hall Pkwy,150,Tom Hall Parkway,,,LaGrange,GA,30240,877-798-3752,+1-877-798-3752,,,,6,,,Tesla Destination,Tesla,Q121223733,https://www.tesla.com/destination-charging,32.99568,-85.02427,J1772,TESLA,,yes,,,yes
Hilton Garden Inn Columbus,Hilton Garden Inn,Q1162859,1500 Bradley Lake Blvd,1500,Bradley Lake Boulevard,,,Columbus,GA,31904,1-800-636-0986,+1-800-636-0986,,,,6,,,CHARGELAB,ChargeLab,Q128770776,https://chargelab.co,32.53806,-84.97514,J1772,,,yes,,,
Hilton Garden Inn Columbus - Tesla Destination,Hilton Garden Inn,Q1162859,1500 Bradley Lake Blvd,1500,Bradley Lake Boulevard,,,Columbus,GA,31904,877-798-3752,+1-877-798-3752,,,,3,,,Tesla Destination,Tesla,Q121223733,https://www.tesla.com/destination-charging,32.53769,-84.97502,TESLA,,,,,,yes
OUTLOOK GWINNET STATION4,,,1500 Laurel Crossing Pkwy NE,1500,Laurel Crossing Parkway Northeast,,Parking Lot,Buford,GA,30519,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,34.05168,-83.98914,J1772,,,yes,,,
OUTLOOK GWINNET STATION2,,,1500 Laurel Crossing Pkwy NE,1500,Laurel Crossing Parkway Northeast,,Parking lot,Buford,GA,30519,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,1,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,34.05158,-83.98873,J1772,,,yes,,,
ALPHARETTA EV ALP 1,,,1500 Morrison Parkway,1500,Morrison Parkway,,,Alpharetta,GA,30009,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,34.05709,-84.29714,J1772,,,yes,,,
MITCHELL EMC MIT70_0002_BLOC,,,1500 Moultrie Rd,1500,Moultrie Road,,,Albany,GA,31705,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,31.54097,-84.10708,J1772,,,yes,,,
Heritage Nissan,Nissan Motor Corporation,Q20165,1500 Verterans Memorial Hwy,1500,Verterans Memorial Highway,,,Rome,GA,30165,706-291-1981,+1-706-291-1981,Dealership business hours,,,1,1,,Non-Networked,,,,34.28555,-85.13671,CHADEMO,J1772,,yes,,yes,
BMW ALPHARETTA STATION 03,BMW,Q26678,1501 Alpharetta Hwy,1501,Alpharetta Highway,,,Roswell,GA,30076,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,34.06721,-84.31735,J1772,,,yes,,,
Augusta Regional Airport,Augusta Regional Airport,Q2901892,1501 Aviation Way,1501,Aviation Way,,,Augusta,GA,30906,770-296-7358,+1-770-296-7358,24 hours daily,24/7,,6,,,Non-Networked,,,,33.37237,-81.97321,J1772,,,yes,,,
GEORGIA POWER MERCER L2,,,1501 Mercer University Dr,1501,Mercer University Drive,,,Macon,GA,31204,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,32.82598,-83.65469,J1772,,,yes,,,
GEORGIA POWER MERCER DC,,,1501 Mercer University Dr,1501,Mercer University Drive,,Located in the parking lot next to the Hilton Garden Inn,Macon,GA,31204,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,,1,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,32.82596,-83.65469,CHADEMO,J1772COMBO,,,yes,yes,
Augusta University Parking Deck,Augusta University,Q5547686,1505 Wrightsboro Rd.,1505,Wrightsboro Road,,,Augusta,GA,30912,855-223-5351,+1-855-223-5351,24 hours daily,24/7,,8,,,FLASH,Flash Parking,,https://www.flashparking.com/products/diversify-parking-revenue/ev-charging-as-a-revenue-stream/,33.46598,-81.9927,J1772,,,yes,,,
GEORGIA POWER BRADLEYPARK DC2,,,1514 Bradley Park Dr,1514,Bradley Park Drive,,,Columbus,GA,31904,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,,1,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,32.53172,-84.97036,CHADEMO,J1772COMBO,,,yes,yes,
GEORGIA POWER BRADLEYPARK DC1,,,1514 Bradley Park Dr,1514,Bradley Park Drive,,,Columbus,GA,31904,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,,1,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,32.53165,-84.97041,CHADEMO,J1772COMBO,,,yes,yes,
EOS Charge - Chevron,Chevron,Q319642,1531 Dews Pond Rd,1531,Dews Pond Road,,,Calhoun,GA,30701,706-624-2830,+1-706-624-2830,24 hours daily,24/7,,2,,,Non-Networked,,,,34.50303,-84.91689,J1772,,,yes,,,
GEORGIA POWER CUMMING DC1,,,1532 Market Pl Blvd,1532,Market Pl Boulevard,,located in front of Provinos,Cumming,GA,30041,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,,1,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,34.18749,-84.13103,CHADEMO,J1772COMBO,,,yes,yes,
GABLES EMORY EV STATION 02,,,1540 Avenue Place,1540,Avenue Place,,,Atlanta,GA,30329,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.80195,-84.32749,J1772,,,yes,,,
Molly's Food & Fuel #2,Molly’s Food & Fuel,,1541 Gingerhill Rd,1541,Gingerhill Road,,,Thomson,GA,30824,844-765-0150,+1-844-765-0150,24 hours daily,24/7,,,2,,AUTEL,Autel,Q132727444,https://autelenergy.us,33.50933,-82.44779,J1772COMBO,,,,yes,,
SHSUITESRINGGOL SPRINGHILRINGOL,Springhill Suites,Q7580351,155 General Lee Drive,155,General Lee Drive,,,Ringgold,GA,30736,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,34.92964,-85.1473,J1772,,,yes,,,
COMFORT INN 592 GA592-EV1,Comfort Inn & Suites,Q113152349,155 Main Street,155,Main Street,,,Blackshear,GA,31516,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,31.30553,-82.24146,J1772,,,yes,,,
Grainger Nissan,Nissan Motor Corporation,Q20165,1550 Chatham Pkwy,1550,Chatham Parkway,,,Garden City,GA,31408,912-358-5858,+1-912-358-5858,Dealership business hours,,,1,1,,Non-Networked,,,,32.07516,-81.15872,CHADEMO,J1772,,yes,,yes,
DEALERSHIP DC FAST CHARGER,,,1550 Mansell Rd,1550,Mansell Road,,,Alpharetta,GA,30009,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,,1,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,34.04104,-84.32269,J1772COMBO,,,,yes,,
Wyndham Garden Atlanta Airport - Tesla Destination,Wyndham Garden,,1551 Phoenix Blvd,1551,Phoenix Boulevard,,,College Park,GA,30349,877-798-3752,+1-877-798-3752,,,,8,,,Non-Networked,,,,33.61529,-84.43967,J1772,,,yes,,,
KRAUSE FORD CHARGER 2 LEVEL,Ford Motor Company,Q44294,1555 Mansell Road,1555,Mansell Road,,,Alpharetta,GA,30009,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,34.03825,-84.32037,J1772,,,yes,,,
KRAUSE FORD CHARGER 1 LEVEL,Ford Motor Company,Q44294,1555 Mansell Road,1555,Mansell Road,,,Alpharetta,GA,30009,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,1,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,34.03793,-84.32028,J1772,,,yes,,,
PPP LLC 1 PEACHTREE 02,,,1555 Peachtree St NW,1555,Peachtree Street Northwest,,Parking Garage,Atlanta,GA,30309,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.79786,-84.3879,J1772,,,yes,,,
PPP LLC 1 PEACHTREE 01,,,1555 Peachtree St NW,1555,Peachtree Street Northwest,,Parking Garage,Atlanta,GA,30309,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.79783,-84.38795,J1772,,,yes,,,
Sylvan Falls Mill Bed & Breakfast,,,156 Taylors Chapel Rd,156,Taylors Chapel Road,,,Rabun Gap,GA,30568,888-998-2546,+1-888-998-2546,24 hours daily,24/7,,1,,,Blink Network,Blink,Q62065645,https://blinkcharging.com,34.92749,-83.42053,J1772,,,yes,,,
MOTMANCO COURTYARD 1,Courtyard by Marriott,Q1053170,1564 Baytree Rd,1564,Baytree Road,,,Valdosta,GA,31602,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,30.84727,-83.32026,J1772,,,yes,,,
MOTMANCO COURTYARD 2,Courtyard by Marriott,Q1053170,1564 Baytree Rd,1564,Baytree Road,,,Valdosta,GA,31602,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,30.84732,-83.32026,J1772,,,yes,,,
KOHL'S - CHPT 1123 MCDONOUG 1,Kohl’s,Q967265,1570 GA-20,1570,GA-20,,Kohl's EV Charging: $1.25 hourly usage fee,McDonough,GA,30253,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,1,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.42107,-84.19049,J1772,,,yes,,,
KOHL'S - CHPT 1123 MCDONOUG 2,Kohl’s,Q967265,1570 GA-20,1570,GA-20,,Kohl's EV Charging: $1.25 hourly usage fee,McDonough,GA,30253,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,1,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.42104,-84.19053,J1772,,,yes,,,
Connexion - Tesla Supercharger,Connexion,,1570 Holcomb Bridge Rd,1570,Holcomb Bridge Road,,,Roswell,GA,30076,877-798-3752,+1-877-798-3752,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,24/7,,,12,,Tesla,Tesla,Q17089620,https://www.tesla.com/supercharger,34.01916,-84.31291,TESLA,,,,,,yes
CHOA ASHRAE LOT,,,1571 N.E. Expressway,1571,Northeast Expressway,,,Atlanta,GA,30329,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.8333,-84.32934,J1772,,,yes,,,
CHICKFILA CFA-LAGRANGE,Chick-fil-A,Q491516,1574 Lafayette Pkwy,1574,Lafayette Parkway,,Near rear of Restaurant,LaGrange,GA,30241,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,,1,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.04116,-84.97483,CHADEMO,J1772COMBO,,,yes,yes,
KRAUSE FORD CHARGER LEVEL 3,Ford Motor Company,Q44294,1575 Mansell Road,1575,Mansell Road,,Back - Parking Lot,Alpharetta,GA,30009,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,,2,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,34.03787,-84.32042,J1772COMBO,,,,yes,,
KRAUSE FORD LEVEL 3 #2,Ford Motor Company,Q44294,1575 Mansell Road,1575,Mansell Road,,Back - Parking Lot,Alpharetta,GA,30009,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,,2,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,34.03785,-84.32039,J1772COMBO,,,,yes,,
CHOA SUP SUP CHARGER 07,,,1575 NE Expy NE,1575,Northeast Expressway Northeast,,Level 5 parking deck,Atlanta,GA,30329,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.83576,-84.32544,J1772,,,yes,,,
CHOA SUP SUP CHARGER 06,,,1575 NE Expy NE,1575,Northeast Expressway Northeast,,Level 5 parking deck,Atlanta,GA,30329,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.83575,-84.32545,J1772,,,yes,,,
CHOA SUP SUP CHARGER 03,,,1575 NE Expy NE,1575,Northeast Expressway Northeast,,Level 3 parking deck,Atlanta,GA,30329,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.83572,-84.32542,J1772,,,yes,,,
CHOA SUP SUP CHARGER 02,,,1575 NE Expy NE,1575,Northeast Expressway Northeast,,Level 3 parking deck,Atlanta,GA,30329,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.83573,-84.32541,J1772,,,yes,,,
CHOA SUP SUP CHARGER 04,,,1575 NE Expy NE,1575,Northeast Expressway Northeast,,Level 4 parking deck,Atlanta,GA,30329,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.83574,-84.32544,J1772,,,yes,,,
CHOA SUP SUP CHARGER 05,,,1575 NE Expy NE,1575,Northeast Expressway Northeast,,Level 4 parking deck,Atlanta,GA,30329,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.83572,-84.32546,J1772,,,yes,,,
CHOA SUP SUP CHARGER 01,,,1575 Northeast Expy,1575,Northeast Expressway,,Level 1 parking deck,Atlanta,GA,30329,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.83587,-84.32581,J1772,,,yes,,,
GABLES EMORY EV STATION 01,,,1579 Avenue Pl,1579,Avenue Place,,"Located in the parking deck in Emory Point, adjacent to the entrance/exit gate. Directly across from the residents gate.",Atlanta,GA,30322,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.80071,-84.32545,J1772,,,yes,,,
GEORGIA POWER CORNELIA DC1,,,158 Old Level Grove Rd,158,Old Level Grove Road,,,Cornelia,GA,30531,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,,1,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,34.512,-83.54597,J1772COMBO,TESLA,,,yes,,yes
GEORGIA POWER CORNELIA DC2,,,158 Old Level Grove Rd,158,Old Level Grove Road,,,Cornelia,GA,30531,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,,1,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,34.51197,-83.546,CHADEMO,J1772COMBO,,,yes,yes,
CHOICE ST CHIOCE AVE LOT1,,,159 Choice Avenue,159,Choice Avenue,,Located at the corner of Choice Ave & Meaders St in Downtown Dahlonega.,Dahlonega,GA,30533,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,34.53257,-83.98328,J1772,,,yes,,,
Target - Tesla Supercharger,Target,Q1046951,1591 Bradley Park Drive,1591,Bradley Park Drive,,,Columbus,GA,31904,877-798-3752,+1-877-798-3752,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,24/7,,,12,,Tesla,Tesla,Q17089620,https://www.tesla.com/supercharger,32.53353,-84.97137,TESLA,,,,,,yes
PROMENADE DECK PROMENADE 2,,,15th St NE @ Lombardy Way NE,,,,,Atlanta,GA,30309,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.78806,-84.38591,J1772,,,yes,,,
Hyatt Place Augusta - Tesla Destination,Hyatt Hotels & Resorts,Q1425063,160 Mason McKnight Jr. Pkwy,160,Mason Mcknight Jr. Parkway,,,Augusta,GA,30907,877-798-3752,+1-877-798-3752,,,,3,,,Tesla Destination,Tesla,Q121223733,https://www.tesla.com/destination-charging,33.48984,-82.10792,J1772,TESLA,,yes,,,yes
DEPOT CITY OF TOCCOA,,,160 N. Alexander St,160,North Alexander Street,,Charging station is located at the City of Toccoa Welcome Center.,Toccoa,GA,30577,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,34.57877,-83.33171,J1772,,,yes,,,
Walmart 2860 Pooler,Walmart,Q483551,160 Pooler Parkway,160,Pooler Parkway,,,Pooler,GA,31322,833-632-2778,+1-833-632-2778,24 hours daily,24/7,,,6,,Electrify America,Electrify America,Q59773555,https://www.electrifyamerica.com,32.14257,-81.24328,CHADEMO,J1772COMBO,,,yes,yes,
DELTA AIR LINES DOMESTIC CARGO1,Delta Air Lines,Q188920,1600 M H Jackson Service Rd,1600,M H Jackson Service Road,,,Atlanta,GA,30320,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.64049,-84.41241,J1772,,,yes,,,
DELTA AIR LINES INTERNATIONAL 1,Delta Air Lines,Q188920,1600 M H Jackson Service Rd,1600,M H Jackson Service Road,,,Atlanta,GA,30320,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.64037,-84.4096,J1772,,,yes,,,
M3 STATION 2 - M3,,,1600 N Brown Rd,1600,North BrowNorth Road,,Side of M3 building,Lawrenceville,GA,30043,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.99546,-84.07289,J1772,,,yes,,,
M3 STATION 1 - M3,,,1600 N Brown Rd,1600,North BrowNorth Road,,Side of M3 building,Lawrenceville,GA,30043,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.99546,-84.07291,J1772,,,yes,,,
SCAD 1600,,,1600 Peachtree NW,1600,Peachtree Northwest,,,Atlanta,GA,30309,888-998-2546,+1-888-998-2546,24 hours daily,24/7,,6,,,Blink Network,Blink,Q62065645,https://blinkcharging.com,33.79756,-84.391,J1772,,,yes,,,
GEORGIA POWER SAVANNAH L2,,,1601 Dean Forest Rd,1601,Dean Forest Road,,,Savannah,GA,31408,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,32.0743,-81.19909,J1772,,,yes,,,
GEORGIA POWER SAVANNAH DC 1,,,1601 Dean Forest Rd,1601,Dean Forest Road,,DC Station message,Savannah,GA,31408,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,,1,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,32.07361,-81.19982,CHADEMO,J1772COMBO,,,yes,yes,
ENMARKET POOLER DC,Enmarket,Q113207779,1601 Pooler Pkwy,1601,Pooler Parkway,,,Pooler,GA,31322,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,,1,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,32.08786,-81.27707,CHADEMO,J1772COMBO,,,yes,yes,
"CircleK - Macon, GA",Circle K,Q3268010,1608 Bass Rd,1608,Bass Road,,,Macon,GA,31210,833-505-2291,+1-833-505-2291,24 Hours Daily,24/7,,,4,,CIRCLE_K,Circle K,Q3268010,https://www.circlek.com/charge,32.92726,-83.73254,J1772COMBO,,,,yes,,
Woody Folsom Nissan,Nissan Motor Corporation,Q20165,1609 E 1st St,1609,East 1st Street,,,Vidalia,GA,30474,912-537-9079,+1-912-537-9079,Dealership business hours,,,1,,,Non-Networked,,,,32.21056,-82.39161,J1772,,,yes,,,
Peachtree Center Parking Deck,,,161 Peachtree Center Ave,161,Peachtree Center Avenue,,,Atlanta,GA,30303,888-385-6671,+1-888-385-6671,24 hours daily,24/7,,3,,,LOOP,Loop,,https://loopglobal.com,33.75916,-84.38467,J1772,,,yes,,,
GEORGIA POWER CUMMING L2,,,1610 Market Pl Blvd,1610,Market Pl Boulevard,,The station is located in the parking lot,Cumming,GA,30041,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,34.18747,-84.131,J1772,,,yes,,,
Emory Conference Center Hotel - Tesla Destination,Emory Conference Center Hotel,,1615 E Clifton Rd NE,1615,East Clifton Road Northeast,,,Atlanta,GA,30307,877-798-3752,+1-877-798-3752,,,,12,,,Tesla Destination,Tesla,Q121223733,https://www.tesla.com/destination-charging,33.78038,-84.3225,J1772,TESLA,,yes,,,yes
"Walton Bluegrass Apartments, LLC",,,1625 Oak Farm Drive,1625,Oak Farm Drive,,,Alpharetta,GA,30005,888-998-2546,+1-888-998-2546,24 hours daily,24/7,,4,,,Blink Network,Blink,Q62065645,https://blinkcharging.com,34.10993,-84.21774,J1772,,,yes,,,
PRUITTHEALTH CHARGER 2,Pruitt Health,,1626 Jeurgens Court,1626,Jeurgens Court,,Med Supply Bldg,Norcross,GA,30093,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.92072,-84.18162,J1772,,,yes,,,
Flowers Nissan,Nissan Motor Corporation,Q20165,1630 E Jackson St,1630,East Jackson Street,,,Thomasville,GA,31792,229-226-1106,+1-229-226-1106,Dealership business hours,,,1,,,Non-Networked,,,,30.85767,-83.95049,J1772,,,yes,,,
City Farmers Market at Duluth,City Farmers Market at Duluth,,1630 Pleasant Hill Rd,1630,Pleasant Hill Road,,,Duluth,GA,30096,877-455-3833,+1-877-455-3833,24 hours daily,24/7,,,4,,eVgo Network,eVgo,Q61803820,https://www.evgo.com,33.94771,-84.12489,CHADEMO,J1772COMBO,,,yes,yes,
EMORY UNIV WSHCAB,Emory University,Q621043,1631 Eagle Row,1631,Eagle Row,,,Atlanta,GA,30329,888-758-4389,+1-888-758-4389,24 hours daily,24/7,,2,,,ChargePoint Network,ChargePoint,Q5176149,https://www.chargepoint.com,33.79497,-84.32171,J1772,,,yes,,,
